title(공고명),body_text(공고내용),지원대상,소관기관,지원분야(대),지원분야(중),사업수행기관,문의처,신청기간,사업신청방법설명
[부산] 2025년 소상공인 온라인마케팅 활성화 지원 모집 공고,소상공인의 온라인 마케팅 비용 지출부담 경감과 온라인 비즈니스 활성화를 위해「2025년 소상공인 온라인마케팅 활성화 지원」사업을 추진하오니 본 사업에 참여를 희망하는 부산 소상공인(업체)의 많은 관심과 참여 부탁드립니다. ☞ 부산 소재 소상공인(업체) - 사업 공고일 기준 부산에 사업자등록을 한「소상공인 보호 및 지원에 관한 법률」에 규정한 소상공인 - 온라인 홍보ㆍ마케팅 완료 후 비용 및 결과 증빙을 제출할 수 있는 업체 ※ 자세한 신청자격 공고문 참조 ☞ 소상공인 대상 온라인 홍보ㆍ마케팅 소요비용 업체 당 최대 50만원까지 지원 ※ 자세한 지원내용 공고문 참조,소상공인,부산광역시,내수,온라인,부산경제진흥원,"부산경제진흥원 소상공인육성팀 051-600-1364, 1365 / khj2451@bepa.kr, a2513@bepa.kr (가급적 이메일 문의 요망)",예산 소진시까지,온라인 접수 ㆍ판판대로 누리집 (http://a.to/25cxvvW) ㆍ소담스퀘어 in 부산 누리집 (http://a.to/25xjH29) ※ 위 2개 사이트 중 한 군데만 신청하는 경우 미신청으로 간주하여 지원 대상에서 제외될 수 있음
2025년 플랜트기자재 수출지원사업 추진계획 공고,"2025년도 플랜트기자재 수출지원사업의 시행계획을 다음과 같이 공고하오니, 과제에 참여하고자 하는 기업은 아래 절차에 따라 신청하여 주시기 바랍니다. ☞ 플랜트기자재 수출기업 ☞ 수출탐색형(수출상담회, 시장개척단), 수출지원형(벤더등록ㆍ국제인증ㆍ기술자문 및 교육 지원 등) 지원",중소기업,산업통상자원부,수출,해외진출준비,한국기계산업진흥회,"한국기계산업진흥회 산업진흥본부 국제협력팀 02-369-7907, 7823",세부사업별 상이,"이메일 접수 (yychoi@koami.or.kr, kimjs329@koami.or.kr)"
[서울ㆍ경기] 2025년 매력일자리 사업 참여기업 모집 공고,"한국경영혁신중소기업협회는 서울시 매력 일자리 사업 운영기관으로, 직무 교육과정(UX/UI 웹&모바일 디자인 실무과정/풀스택 웹개발 실무과정)을 이수한 참여 학생을 대상으로 해당 직무로 취업시키기 위하여 각 기업의 참여 의사 및 채용 정보를 확인하고자 합니다. ☞ 수도권 소재 중소ㆍ중견 기업 - UX/UI 웹디자인, 풀스택 개발 직무 채용 희망 기업 - 인턴기간 종료 후 정규직 채용 희망 기업 ☞ 청년이 취업 전 직무 관련 실무 교육 후 참여기업에 인턴십 및 정규직 채용까지 연계하는 프로그램 지원 - 교육 과정을 수료한 청년 채용 연계시, 최대 3개월 인턴십 비용 100% 지급(月 274만원)",중소기업,서울특별시,인력,국내전문인력,한국경영혁신중소기업협회,"한국경영혁신중소기업협회 혁신성장본부 일자리사업팀 02-2230-2183, 2171 / kg24@mainbiz.or.kr, jh0917@mainbiz.or.kr",상시 접수,온라인 접수 (구글폼)
2025년 제2차 해외산림자원개발 이차보전 사업 공고,"「해외농업ㆍ산림자원 개발협력법」 제25조, 「산림사업종합자금 운용규정」, 「산림사업종합자금 이차보전 규정」에 따라 ‘2025년 해외산림자원개발 이차보전 사업’을 다음과 같이 공고합니다. ☞「해외농업ㆍ산림자원 개발협력법」제2조 규정에 의한 해외산림자원을 개발하기 위하여 같은 법 제7조 규정에 의하여 해외산림자원개발 사업계획 신고가 수리된 자 ☞ 해외산림자원개발에 필요한 사업 자금 융자 지원 - 신규 대출규모 : 4,700백만원",중소기업,산림청,금융,융자,산림조합중앙회,한국임업진흥원 산업지원본부 해외산림협력실 02-6393-2703 / 산림조합중앙회 상호금융여신부 02-3434-7237,20250701 ~ 20250728,우편 및 방문 접수 - 접수처 : 서울특별시 강서구 공항대로 475(우편번호 07570) 한국임업진흥원 산업지원본부 해외산림협력실
2025년 대한민국 AI 콘텐츠 어워즈 Pitch the Future 음악 참가자 모집 공고,"‘대한민국 AI 국제영화제’가 ‘대한민국 AI 콘텐츠 어워즈’로 명칭이 변경 되었습니다. 2025 Pitch the Future는 AI를 일부 혹은 전면적으로 활용하여 음악 프로젝트에서 에서 새로운 시도를 희망하는 창작자, 팀, 기업을 지원하는 프로그램입니다.  ☞ 대한민국에 사업자등록이 되어 있는 기업 및 국내에 거주하는 개인, 그 개인으로 구성된 팀(외국인은 팀원으로 참여 가능) - 뮤지션 중심 기업, 음반 제작사(레이블), 매니지먼트사, 공연기획사 등 음악 콘텐츠 제작 전문 법인 및 개인사업자 - 기획자, 뮤지션, AI 전문가 등으로 구성된 팀 단위 응모 가능 ☞ 본선 진출작 5편 내외 / 제작지원금 200만원 지원 - 1위 1,000만원, 2위 500만원 본상 시상",중소기업,경기도,경영,디자인/상품화/사업화,경기콘텐츠진흥원,"경기콘텐츠진흥원 영상산업팀 032-623-8072, 8075",20250606 ~ 20250806,이메일 접수 (kaica@gcon.or.kr) ※ 자세한 신청방법 공고문 참조
2025년 식품소재 업계 경영안정 자금지원 공고,"한국식품산업협회에서 식품 원자재 가격 상승 및 환율 금리ㆍ유가 변동성 등으로 경영난을 겪고 있는 식품업계에 구매자금 이차보전 지원을 통해 가공식품 가격 안정에 기여하기 위한 사업입니다. ☞ 식품소재를 수입하여 가공식품을 생산하는 국내 업체 - 지원품목 : 25년 할당관세 지원품목 및 유지류 등 ☞ 국내 식품업체를 대상으로 식품소재 구매 자금 융자(1,500억원 규모, 변동금리, 1년 이내 일시 상환) 지원",중소기업,농림축산식품부,금융,융자,한국식품산업협회,"한국식품산업협회 산업진흥본부 산업기획팀 02-3470-8126, 8157 / jylee22@kfia.or.kr, hk0316@kfia.or.kr 및 대출관련 문의처 공고문 참조",예산 소진시까지,이메일 접수 (hk0316@kfia.or.kr)
2025년 대한민국 AI 콘텐츠 어워즈 Pitch the Future 웹툰 참가자 모집 공고,"‘대한민국 AI 국제영화제’가 ‘대한민국 AI 콘텐츠 어워즈’로 명칭이 변경 되었습니다. 2025 Pitch the Future는 AI를 일부 혹은 전면적으로 활용하여 웹툰 프로젝트에서 에서 새로운 시도를 희망하는 창작자, 팀, 기업을 지원하는 프로그램입니다.  ☞ 대한민국에 사업자등록이 되어 있는 기업 및 국내에 거주하는 개인, 그 개인으로 구성된 팀(외국인은 팀원으로 참여 가능) - 웹툰 작가(예비 창작자 포함), 웹툰 제작사, 웹툰IP 2차 저작 기업, 웹툰 AI 기술 관련 개발자 및 기술기업 등 - 기획자, 웹툰 작가, AI 전문가 등으로 구성된 팀 단위 응모 가능 ☞ 본선 진출작 5편 내외 / 제작지원금 200만원 지원 - 1위 1,000만원, 2위 500만원 본상 시상",중소기업,경기도,경영,디자인/상품화/사업화,경기콘텐츠진흥원,"경기콘텐츠진흥원 영상산업팀 032-623-8072, 8075",20250606 ~ 20250806,이메일 접수 (kaica@gcon.or.kr) ※ 자세한 신청방법 공고문 참조
2025년 대한민국 AI 콘텐츠 어워즈 Pitch the Future 영화 참가자 모집 공고,"‘대한민국 AI 국제영화제’가 ‘대한민국 AI 콘텐츠 어워즈’로 명칭이 변경 되었습니다. 2025 Pitch the Future는 AI를 일부 혹은 전면적으로 활용하여 영화 프로젝트에서 에서 새로운 시도를 희망하는 창작자, 팀, 기업을 지원하는 프로그램입니다.  ☞ 대한민국에 사업자등록이 되어 있는 기업 및 국내에 거주하는 개인, 그 개인으로 구성된 팀(외국인은 팀원으로 참여 가능) - 장편 프로젝트 보유 창작자, 작가, 연출자, 프로듀서 - 영화ㆍ다큐ㆍ시리즈 준비 중인 국내 제작사 또는 팀 - 기획자, AI전문가, 영화감독 등으로 구성된 팀 단위 응모 가능 ☞ 본선 진출작 5편 내외 / 제작지원금 200만원 지원 - 1위 1,000만원, 2위 500만원 본상 시상",중소기업,경기도,경영,디자인/상품화/사업화,경기콘텐츠진흥원,"경기콘텐츠진흥원 영상산업팀 032-623-8072, 8075",20250606 ~ 20250806,이메일 접수 (kaica@gcon.or.kr) ※ 자세한 신청방법 공고문 참조
2025년 디지털콘텐츠 융합기업 글로벌 마켓 참가 사업(XR Fair Tokyo Autumn 2025) 참가기업 모집 공고,"정보통신산업진흥원은 국내 유망 디지털콘텐츠 융합기업의 해외 시장 판로 확보 및 수출 확대를 위해「XR Fair Tokyo Autumn 2025」참가를 희망하는 국내 중소기업을 모집하오니 많은 참여 바랍니다. ☞ 국내 디지털콘텐츠 융합 중소기업 - 해외 마켓에 판매ㆍ계약ㆍ시연이 가능한 디지털콘텐츠 융합 제품ㆍ서비스ㆍ디바이스를 보유한 국내 중소기업(법인) / (컨소시엄 불가) ※ XRㆍ공간 컴퓨팅, AI, 디지털 트윈, 홀로그램 등 다양한 新 기술을 접목ㆍ활용하여 ‘디지털 헬스 및 메디컬 산업’ 에 적용ㆍ구현되는 디지털콘텐츠 제품ㆍ서비스ㆍ디바이스 등 보유 중소기업 ☞ 사전ㆍ사후 컨설팅, 공동관 설치 및 홍보, 네트워킹 및 비즈 매칭ㆍ바이어 미팅 등 해외 전시 참가 및 비즈니스 활동 지원 ※ 자세한 지원내용 공고문 참조",중소기업,과학기술정보통신부,수출,시장개척,정보통신산업진흥원,"[사업내용 문의] 정보통신산업진흥원 메타버스확산팀 043-931-5636, hsim@nipa.kr / [전산시스템 문의] 차세대 사업관리시스템 유지보수팀 070-5151-8239, 8215, nxt_support@nipa.kr",20250605 ~ 20250704,온라인 접수 (우리원 사업관리시스템)
[대전] 2025년 소상공인 인건비 지원사업 모집 변경 공고,"영세 소상공인의 고정비용 부담을 완화하고 경영 안정을 위해 「2025년 영세 소상공인 인건비 지원사업」을 다음과 같이 공고합니다. ☞ 대전 소재 소상공인으로, ‘25.1.1.~9.10. 기간 내에 18세 이상(2007.1.1.이전 출생자) 근로자를 신규 채용한 사업주 ☞ 근로자 1인당 150만원 (50만원×3개월) 지원",소상공인,대전광역시,인력,고용유지,대전일자리경제진흥원,대전일자리경제진흥원 소상공지원팀 (042-380-3063),20250604 ~ 20251128,"이메일 및 방문 접수 - 이메일 : sbc@djbea.or.kr - 접수처 : 대전광역시 유성구 가정북로 96, 201호 ※ 이메일 접수시 발송 후 이메일 도달 확인 필수"
2025년 (추경) 고성능컴퓨팅 지원사업 사용자 모집 공고,"과학기술정보통신부와 정보통신산업진흥원은 인공지능 산업발전을 위해 인공지능 개발ㆍ추론에 필수적인 연산자원과 개발환경을 지원하는 2025년 고성능 컴퓨팅 자원 이용을 희망하는 신청자(기업ㆍ기관 등)를 모집하오니, 많은 신청 바랍니다. ☞ 국내 중소ㆍ중견 기업 및 창업 기업 ☞ 고성능컴퓨팅 지원(GPU) 자원 및 국산 AI반도체 활용(NPU) 자원 지원",중소기업,과학기술정보통신부,기술,기술인력/장비지원,정보통신산업진흥원,"정보통신산업진흥원 사업관련 대표전화 02-580-0216, kaitcloud@kait.or.kr 및 GPUㆍNPU 상담 담당자는 각 공모안내서 참조",20250623 ~ 20250704,온라인 접수 (NIPA 사업관리시스템)
2025년 기계로봇장비분야 산업기술개발사업 신규지원 대상과제 공고,"2025년도 기계로봇장비분야 신규 지원대상 연구개발과제를 다음과 같이 공고하오니 수행하고자 하는 자는 신청하여 주시기 바랍니다. ☞ 기업, 대학, 연구기관, 연구조합, 사업자단체 등 단독 또는 컨소시엄 ※ 주관기관이 기업인 경우, 기업부설연구소 보유 필수 ☞ 기계장비산업기술개발(제조기반생산시스템ㆍ제조장비실증), 로봇산업기술개발 지원 ※ 자세한 지원내용 공고문 참조",중소기업,산업통상자원부,기술,혼합(단독+공동),한국산업기술기획평가원,범부처통합연구지원시스템 고객센터 1877-2041 / R&D상담콜센터 1544-6633 및 분야별 문의처 상이 공고문 31p 참조,20250619 ~ 20250704,온라인 접수 (범부처통합연구지원시스템) ※ 자세한 신청방법 공고문 참조
[경기] 가평군 인구감소지역(관심지역) 소재 중소기업 특례보증 금융지원 신청 재공고,"인구감소지역 기업지원 특례보증 신청을 다음과 같이 재공고합니다. ☞ 가평군 소재 기업 중 아래 해당 기업 - 유망서비스업 영위기업 / 기업가형 소상공인 / 농식품분야 우수기술 보유기업 / 신성장 동력산업 영위기업 / 유망 창업기업 / 수출기업 및 해외 진출기업 / 고용창출기업 / 벤처기업 / 소재부품장비 분야 영위기업 ☞ 대출한도 기업 최대 30억원, 기업가형 소상공인 최대 5억원, 대출기간 운전자금 1년 (만기 일시상환, 최대 3년), 시설자금 최대 10년 (거치 및 분할상환 기간은 농협은행과 협의) 지원 - 신용보증기금 : (특별출연 상품) 보증비율 100% 보증서(보증료 0.3% 차감, 3년간) 또는 (보증료지원 상품) 보증료 0.3% 3년간 지원 - NH농협은행 : 기업별 신용등급과 무관하게 동일 대출금리 우대지원 (`24. 8. 1. 기준 1년 고정금리 적용시 대출금리 4.96%) - 가평군 : 최종 산출금리에서 2.0% 이차보전 균등 지원 (3년간) (이차보전 지원후 최종 대출금리 2.96%, `24. 8. 1. 기준)",중소기업,경기도,금융,보증,기초자치단체,가평군 기획예산담당관 031-580-2388 / 가평군 일자리정책과 031-580-2251 / 가평군 소상공인지원과 031-580-4882,예산 소진시까지,우편 및 방문 접수 - 접수처 : 경기도 가평군 가평읍 석봉로 181
2025년 새일여성인턴 참여기업 및 참여자 모집 공고(김포여성새로일하기센터),"김포여성새로일하기센터에서 2025년 새일여성인턴 사업에 참여할 기업과 참여자를 모집하고자 다음과 같이 공고하오니 많은 지원 바랍니다. ☞ 4대보험 가입 사업장으로 상시근로자 수 5인 이상 1,000인 미만인 기업체- 단, 상시근로자 수 5인 미만의 기업이라도 다음 기업은 참여 가능(입증 자료 제출)※ 자세한 모집대상 공고문 참조 ☞ 인턴 1인당 최대 460만원(기업 400만원, 인턴 60만원) 지원- 김포새일센터와 일촌기업 협약 체결, 기업체 사후관리 사업 우선 지원※ 자세한 지원내용 공고문 참조",중소기업,경기도,인력,고용환경개선,기초자치단체,김포여성새로일하기센터 031-996-7608,예산 소진시까지,유선 상담 후 구인ㆍ구직 등록 및 서류 접수(제출서류 메일 안내)
[경기] 오산시 2025년 식품접객업소(개식용)간판 등 전ㆍ폐업 지원사업 공고,"오산시에서는 「개식용종식법」 및 「개식용종용 기본계획」에 다른 전ㆍ폐업 대상자를 대상으로「'25년 식품접객업소(개식용) 간판 등 전ㆍ폐업 지원사업」 간판 물품 교체 비용 등의 사업자를 아래와 같이 모집하오니 많은 신청 바랍니다. ☞ 법 제10조(신고 및 이행계획서 제출 등)에 따라 신고 및 '24.8.5까지 이행계획을 제출한 개식용 식품접객업자 ☞ 간판, 메뉴판 등의 물품 교체 비용 1개 업소당 최대 250만원 이내 지원 - 전업한 업종의 식품위생에 관한 정보 제공 및 컨설팅",소상공인,경기도,경영,시설/입지지원,기초자치단체,오산시청 식품위생과 031-8036-6822,예산 소진시까지,방문 및 우편 접수 - 접수처 : 경기도 오산시 성호대로 141 오산시청 식품위생과 위생정책팀 ※ 송달 여부 확인 전화 필수
[경기] 평택시 2025년 사물인터넷(IoT) 설치 지원 사업 추가 공고,소규모 사업장의 배출시설과 방지시설의 가동 여부 등을 효율적으로 처리 및 관리하기 위한 사물인터넷[IoT] 측정기기 부착 비용을 지원하는 「사물인터넷(IoT) 설치 지원사업」을 다음과 같이 추가 공고하오니 지원을 희망하는 중소기업은 (재)경기환경에너지진흥원으로 신청하여 주시기 바랍니다. ☞평택시 소재「중소기업기본법」시행령 제3조제1항에 따른 중ㆍ소기업 ☞ 사물인터넷(IoT) 측정기기 설치 지원 - 배출시설 가동 시 방지시설 적정 운영을 확인하기 위한 사물인터넷(IoT) 측정기기 부착 및 사물인터넷 게이트웨이 설치,중소기업,경기도,경영,시설/입지지원,경기환경에너지진흥원,경기환경에너지진흥원 환경산업팀 031-985-0586,예산 소진시까지,"방문, 우편 접수 - 접수처 : 경기도 김포시 돌문로43, 4층 경기환경에너지진흥원"
[경기] 광명시 2025년 탄소중립 실천기업 대출이자 지원 사업 공고,"친환경 경영 도입 및 ESG 활동을 실천하는 관내 기업의 금융 부담 완화를 통하여 탄소중립 실천을 촉진하고, 지속 가능한 경영환경 조성을 지원하기 위한 탄소중립 실천기업 대출이자 지원사업을 아래와 같이 공고합니다. ☞ 광명시 내 공장등록된 기업(제조업) 중에서 ①, ② 요건 모두 충족한 기업① 광명시 디지털 ESG 아카데미 이수 ② 탄소중립 실천 항목 수행 ☞ 업체당 2억원 이내 대출금리에 대한 최대 1%P 지원(최대 200만원)",중소기업,경기도,금융,융자,기초자치단체,광명시 탄소중립과 (02-2680-6746),예산 소진시까지,"방문, 우편 접수 - 접수처 : 광명시 탄소중립과(광명시 오리로854번길 10, 2층)"
[경기] 안양시 2025년 중소기업육성자금 융자 이자차액보전 지원 계획 변경 공고,「안양시 중소기업육성기금 설치 및 운용 조례」에 따라 2025년도 안양시 중소기업 육성자금 융자 이자차액보전 지원 계획을 다음과 같이 공고합니다.   ☞ 중소기업기본법 제2조에 따른 중소기업으로 사업장이 안양시에 소재하며 본 공고에서 정하는 지원 대상에 해당하는 기업 ☞ 중소기업육성자금 융자에 대한 이자차액보전(1.0~2.5%) 지원,중소기업,경기도,금융,보증,기초자치단체,안양시청 기업경제과 담당 주무관 031-8045-2284,예산 소진시까지,방문 접수 - 협약은행 : 안양시에 소재한 국민ㆍ기업ㆍ농협ㆍ산업ㆍ신한ㆍ우리ㆍ하나은행
2025년 2차 자동차 분야 신규지원 대상과제 공고,"2025년도 자동차 분야 2차 신규 지원대상 연구개발과제를 다음과 같이 수정 공고하오니 수 행하고자하는 자는 신청하여 주시기 바랍니다. ☞ 기업, 대학, 연구기관, 연구조합, 사업자단체, 의료기관 등 ☞ 연구개발과제 유형별 지원 - 자동차산업기술개발사업, 전기차 배터리 시스템 일체형 급속 무선 충전 기술개발, SDV용AI가속기반도체기술개발 ※ 자세한 지원분야 공고문 12p~ 참조",중소기업,산업통상자원부,기술,혼합(단독+공동),한국산업기술기획평가원,"한국산업기술기획평가원 미래자동차실 053-718-8234, 8340, 8381, 8452, 8728 및 담당부서 문의처 27p 참조",20250604 ~ 20250704,온라인 접수 (범부처통합연구지원시스템)
[광주] 2025년 영세 소상공인 중소금융권 금융비용 지원사업 변경 공고,"고금리로 어려움을 겪는 소상공인 금융부담 완화를 위해 ‘영세 소상공인 중소금융권 금융비용 지원사업’의 참여자를 다음과 같이 변경하여 모집 공고합니다. ☞ ’’24. 1. 1. ~ 12. 31.까지, 제2금융권에서 신규(갱신 제외)로 사업자 대출(가계대출 제외)을 받은 개인사업자(법인사업자제외)로서 5%이상 금리로 대출을 받은 소상공인(연매출 제한 없음) ☞ ’24년도 신규 대출자가 ’24년 납부한 이자 일부(최대 12개월분, 업체당 70만원 한도) 지원",소상공인,광주광역시,금융,융자,광주경제진흥상생일자리재단,광주경제진흥상생일자리재단 소상공인디지털전환실 062-960-2676,예산 소진시까지,"온라인 접수 원칙, 온라인 접수 어려울 시 모바일ㆍ오프라인 신청 - 온라인 : 광주기업지원시스템 - 모바일 : 네이버폼(https://naver.me/xtgPpVTw) - 접수처 : 광주경제진흥상생일자리재단 3층 디지털전환실"
2025년 고용노동부 일ㆍ생활 균형 수기ㆍ영상ㆍ캐릭터 공모 공고,"고용노동부는 일ㆍ생활 균형 문화 확산 및 제도 정착을 위한 국민 참여형 홍보 콘텐츠를 발굴하기 위하여 「2025년 일ㆍ생활 균형 수기ㆍ영상ㆍ캐릭터 공모전」을 다음과 같이 개최합니다. ☞ 개인 또는 기업 등 ※ 자세한 참여대상 공고문 참조 ☞ 시상금 총 상금 1,320만원 지원 ※ 자세한 상금액 및 지원내용 공고문 참조",중소기업,고용노동부,경영,디자인/상품화/사업화,직접수행,2025 일ㆍ생활 균형 공모전 운영사무국 070-4808-3891,20250529 ~ 20250707,온라인 접수 (구글폼) ※ 구글폼 업로드 불가능 시(life_n_work@naver.com)으로 제출
2025년 경기도형 납품대금 연동제 컨설팅 지원 사업 참여기업 모집 공고,경기도와 경기도경제과학진흥원은 대ㆍ중소기업 간 상생협력 촉진을 위해 주요 원재료 확인서 발급 및 연동제 약정 체결 컨설팅을 지원하는「경기도형 납품대금 연동제 컨설팅 지원 사업」의 참가 희망기업을 모집합니다. ☞ 경기도 소재 중소기업 또는 경기도 소재 중소기업 1개사 이상과 거래하는 기업 ※ 경기도 소재 여부는 본사 또는 공장 기준으로 판단함 ☞ 전문기관을 통한 원재료 비중 확인서 발급 및 연동제 체결 컨설팅 지원 ※ 자세한 지원내용 공고문 참조,장애인기업,경기도,경영,컨설팅,경기도경제과학진흥원,"[사업문의] GBSA ESG지원팀 031-259-6286, 6283, wwp@gbsa.or.kr / [전산문의] 경기기업비서 전산담당자 031-259-6299 / (가급적 이메일 문의 요망)",20250620 ~ 20250704,온라인 접수 (경기기업비서)
[충남] 2025년 경영위기 소상공인 재기지원(폐업지원) 모집 공고,"충청남도와 충남경제진흥원에서는 도내 소상공인의 폐업부담 경감을 위해「경영위기 소상공인 재기지원(폐입지원)」참여업체를 모집하오니 많은 참여 바랍니다. ☞ 도내 22년 1월 1일 이후 폐업 소상공인 또는 25년 중 폐업예정 소상공인 ※ 자세한 지원대상 공고문 참조 ☞ 점포철거비 300만원 지원 - 철거, 원상복구 비용, 사업장 양도 수수료 및 양도에 따른 광고비 지원 등",소상공인,충청남도,경영,시설/입지지원,충청남도경제진흥원,충남경제진흥원(보부상 콜센터) 041-424-4000,예산 소진시까지,온라인 접수 (충남경제진흥원 통합지원시스템) ※ 자세한 신청방법 공고문 참조
2025년 2차 신재생에너지R&D 신규지원대상 연구개발과제 공고,"신재생에너지 분야 기술개발사업의 2025년도 제2차 신규지원 대상 연구개발과제를 다음과 같이 공고하오니 해당 기술개발과제를 수행하고자 하는 자는 관련규정에 따라 신청하여 주시기 바랍니다. ☞ 기업, 대학, 연구기관, 연구조합, 사업자단체, 의료기관 및 공동연구기관으로 컨소시엄 가능 ※ 자세한 지원대상 공고문 참조 ☞ 재생에너지핵심기술개발(태양광/풍력/수소/연료전지) 총 308억원 내외 지원 ※ 자세한 지원내용 공고문 참조",중소기업,산업통상자원부,기술,혼합(단독+공동),한국에너지기술평가원,"에너지 R&D 전화상담 서비스 1899-0784 / IRIS 고객센터 1877-2041, 042-862-1500 및 세부사업별 문의처 공고문 p.17 참조",20250611 ~ 20250704,온라인 접수 (범부처통합연구지원시스템)
[경북] 경주시 2025년 우수제품 온라인 플랫폼 판로지원 온라인 기획전 참여 업체 모집 공고,"경주시와 경상북도경제진흥원은 경주시 소재 소상공인 및 중소기업의 매출증진, 온라인 판로확대를 위해「온라인 기획전」사업을 다음과 같이 추진하오니, 많은 관심과 신청바랍니다. ☞ 경주시 소재(사업자등록증상) 소상공인 및 중소기업 ☞ 기획전 페이지 노출 및 프로모션 진행(할인쿠폰 지원) 지원",중소기업,경상북도,내수,온라인,경상북도경제진흥원,"경상북도경제진흥원 마케팅팀 054-470-8548, harlig22@gepa.kr",상시 접수,이메일 접수 (harlig22@gepa.kr)
[경기] 안산시 2025년 정책참여 컨설팅 사업 공고(경기테크노파크 중소기업 애로상담센터),"경기테크노파크에서는 중소기업의 각종 애로사항을 해결하고, 지원사업에 대한 안내부터 신청 등 행정지원을 위한 무료 컨설팅을 지원하오니 많은 신청 바랍니다. ☞ 안산시 관내 중소기업(사업자 등록증 기준) ☞ 단계별 지원 - (1단계) 기업진단 및 정책사업 안내 / (2단계) 기업별 최적의 정책사업 도출 / (3단계) 정책사업 참여 컨설팅 / (4단계) 기업별 정책 신청 지원 ※ 자세한 지원내용 공고문 참조",장애인기업,경기도,경영,컨설팅,경기테크노파크,경기테크노파크 클러스터혁신성장팀 031-500-3099,상시 접수,방문 접수 - 접수처 : 경기테크노파크(해안로 705) 3동 5층
2025년 서울-BMS 이노베이션 스퀘어 챌린지 참여기업 모집 공고,"서울특별시가 조성하고 한국과학기술연구원ㆍ고려대학교가 운영하는 '서울바이오허브'에서 국내 유망 바이오 기업의 글로벌 시장 진출 경쟁력 강화를 위해 「2025 서울-BMS 이노베이션 스퀘어 챌린지」를 운영합니다. 다음과 같이 프로그램의 참여기업을 모집하오니 관심 있는 기업의 많은 신청 바랍니다. ☞ 바이오ㆍ헬스케어 분야 혁신기술을 보유한, 업력 10년 미만 창업기업 및 예비창업자 ※ 10년 미만 기준 : 공고일(2025.6.3.) 기준으로 법인설립등기일(법인등기부등본 기준) 2016년 6월 4일 이후 설립 ☞ 연구지원금 총 8천만원(기업당 4천만원) 및 BMS 본사팀의 멘토링, 국제 네트워크 형성 및 커뮤니케이션 역량 강화 지원",창업벤처,서울특별시,기술,기술사업화/이전/지도,한국과학기술연구원,한국과학기술연구원 서울바이오허브 성장지원팀 02-2200-3345 / 한국BMS제약 KOIN@BMS.com,20250603 ~ 20250818,이메일 접수 (KOIN@bms.com)
2025년 제5회 대구 여성창업스타전 공고,"혁신적이고 도전적인 창업 아이디어 발굴을 통하여 여성 창업 활성화를 도모하고자 2025년 「제5회 대구 여성창업스타전」을 다음과 같이 개최하오니 많은 관심과 참여 바랍니다. ☞ 공고일[’25.6.2.] 기준 전국의 여성 예비창업자, 창업 1년이내 여성 기업인 등 창업에 관심 있는 자 ☞ 대상(1), 최우수상(2), 우수상(2), 특별상(2), 입상(3), 총 10개팀 시상 및 후속연계 지원",여성기업,대구광역시,창업,예비창업자지원,달구벌여성인력개발센터,"달구벌여성인력개발센터 대구여성 창업스타전 담당 053-285-1331(내선3), dgbw663@naver.com",20250602 ~ 20250814,온라인 접수 (달구벌여성창업플랫폼)
2025년 3차 과학기술분야 R&D 대체인력 활용 지원사업 모집 공고,"과학기술분야 일ㆍ가정 양립지원 제도 활용 촉진을 위하여 2025년 3차「과학기술분야R&D대체인력 활용 지원사업」모집 공고를 실시합니다. ☞ 근로시간 단축제도 사용자가 있는 연구기관 및 연구인력 채용이 필요한 연구기관 ☞ 기관의 인력 조건 및 활용수요에 따라 2개 트랙, 4개 유형 지원 - 휴직ㆍ단축 연구자 지원 : 대체 인력 신규 채용한 경우 인건비 및 교육훈련 지원 - 육아기 연구자 지원 : 인턴 또는 전문박사연구원로 신규채용 할 경우 인건비 및 교육훈련 지원 ※ 자세한 지원내용 공고문 2p 참조",중소기업,과학기술정보통신부,인력,국내전문인력,한국여성과학기술인육성재단,"한국여성과학기술인육성재단 R&D경력복귀지원팀 02-6411-1072, 1064 및 지역별 문의처 상이 (공고문 8p 참조)",20250602 ~ 20250716,"온라인 및 이메일 접수 ※ 지역별 신청방법 상이 공고문 8p 참조 ※ 인력의 근무지 기준, 4개 지역별 접수처를 통해 접수"
[경북] 상주시 2025년 소상공인 희망드림 특례보증 지원계획 공고,"상주시 소재 소상공인의 안정적인 경영활동과 지역경제 활성화를 위한 2025년도 상주시 소상공인 희망드림 특례보증 지원계획을 아래와 같이 공고합니다. ☞ 소상공인(상주시 소상공인 지원에 관한 조례 제조) - 신청일 현재 상주시 관내에 사업장법인의 경우 본점 포함이 소재중인 소상공인 ☞ 특례보증 및 이차보전 지원 - 업체당 최대 3천만원, 5년(2년 거치 3년 분할상환 또는 2년 일시상환) - 대출금액의 연4%, 2년간 지원",소상공인,경상북도,금융,보증,경북신용보증재단,경북신용보증재단 콜센터 054-536-3501,예산 소진시까지,유선 접수 (054-536-3501) ※ 자세한 신청방법 공고문 참조
